Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Caleb Okoli,it ITA,Leicester City,DF,23,19,12,1125,1,0,4,0,0.6,0.0,3,32,2,0.08,0.0,0.05,0.0,N/a,N/a,N/a,N/a,50.0,0.16,0.25,13.5,559,86.3,3849,91.4,90.7,55.4,0,21,1,0,4,0.32,0,0.0,25,14,18,7,24,14,10,15,806,152,451,325,35,10,0,N/a,N/a,468,1106,6,0,10,2,484,16,9,0,1,44,23,21,52.3,€16.6M,0
Robin Olsen,se SWE,Aston Villa,GK,34,4,1,226,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.39,64.3,100.0,0.0,N/a,0.0,N/a,N/a,65,64.4,1590,100.0,100.0,37.9,0,4,0,0,2,0.8,1,0.4,1,0,1,0,0,0,0,0,110,94,109,1,0,0,0,N/a,N/a,50,132,0,0,0,0,46,0,0,0,0,2,0,0,N/a,€0.3M,0
Amadou Onana,be BEL,Aston Villa,MF,22,26,20,1617,3,0,4,0,2.1,0.7,29,75,16,0.17,0.0,0.12,0.04,N/a,N/a,N/a,N/a,35.3,0.33,0.18,14.7,703,87.7,2897,92.9,89.2,70.8,10,69,12,2,32,1.78,4,0.22,55,30,29,13,16,7,9,26,998,71,269,586,159,23,20,70.0,15.0,553,1577,25,1,11,9,671,32,30,0,2,72,32,21,60.4,€48.7M,0
Paul Onuachu,ng NGA,Southampton,FW,30,25,11,1050,4,1,4,0,3.6,0.5,7,13,40,0.34,0.09,0.31,0.04,N/a,N/a,N/a,N/a,44.1,1.29,0.12,10.4,160,60.8,365,62.7,64.3,63.2,8,13,2,0,9,0.77,1,0.09,7,2,7,4,7,2,5,1,440,17,45,235,163,67,26,30.8,53.8,214,248,5,2,50,36,358,28,16,10,0,19,93,59,61.2,€12.7M,0
Stefan Ortega,de GER,Manchester City,GK,31,13,12,1100,0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.47,68.0,25.0,0.0,N/a,0.0,N/a,N/a,373,81.3,5597,97.1,96.9,51.3,0,6,0,0,0,0.0,0,0.0,0,0,1,1,0,0,0,0,492,383,489,3,0,0,0,N/a,N/a,323,864,0,0,0,0,309,1,2,0,0,8,2,0,100.0,€5.8M,0
William Osula,dk DEN,Newcastle Utd,FW,20,14,0,134,1,0,0,0,0.2,0.1,5,4,17,0.67,0.0,0.11,0.1,N/a,N/a,N/a,N/a,25.0,0.67,0.25,13.5,18,62.1,68,70.0,60.0,0.0,2,2,1,0,4,2.69,0,0.0,2,0,2,2,0,0,0,4,56,1,4,21,32,8,6,50.0,50.0,37,126,1,2,7,6,42,4,1,1,4,2,6,2,75.0,€19.8M,0
Nico O’Reilly,eng ENG,Manchester City,DF,19,9,6,528,2,0,0,0,1.3,0.4,16,17,26,0.34,0.0,0.22,0.06,N/a,N/a,N/a,N/a,37.5,0.51,0.25,15.4,305,86.4,780,92.5,80.7,42.9,4,28,1,1,12,2.05,2,0.34,9,4,8,4,5,1,4,4,419,14,71,223,130,18,15,60.0,40.0,249,575,15,0,14,15,298,6,4,1,8,31,6,9,40.0,€32.1M,0
Alex Palmer,eng ENG,Ipswich Town,GK,27,13,13,1170,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,2.31,59.2,0.0,0.0,N/a,0.0,N/a,N/a,299,70.7,6103,96.8,100.0,44.0,1,8,0,0,3,0.23,0,0.0,0,0,0,0,0,0,0,0,470,396,461,10,0,0,0,N/a,N/a,210,750,0,0,2,0,170,1,4,0,0,17,5,0,100.0,€1.2M,0
Emerson Palmieri,it ITA,West Ham,DF,29,31,26,2113,2,1,5,0,2.0,1.5,47,66,83,0.09,0.04,0.08,0.06,N/a,N/a,N/a,N/a,43.8,0.3,0.13,19.0,861,79.9,4549,89.7,81.3,42.2,16,51,13,5,41,1.75,2,0.09,60,31,48,21,32,8,24,21,1325,82,422,559,359,28,30,33.3,56.7,555,1737,25,9,24,7,747,25,13,0,64,84,18,20,47.4,€10.7M,0
Lucas Paquetá,br BRA,West Ham,MFFW,26,33,27,2380,4,0,10,0,5.3,3.1,26,155,85,0.15,0.0,0.2,0.12,N/a,N/a,N/a,N/a,7.7,0.11,0.05,19.5,1126,77.3,6014,84.3,78.7,64.7,36,132,44,4,82,3.1,6,0.23,66,37,55,28,29,4,25,18,1796,62,367,989,454,59,47,44.7,44.7,921,1416,34,2,54,51,1268,53,62,6,29,149,48,57,45.7,€73.5M,0
Thomas Partey,gh GHA,Arsenal,MFDF,31,35,31,2797,4,2,4,0,2.3,2.1,36,185,48,0.13,0.06,0.07,0.07,N/a,N/a,N/a,N/a,34.6,0.29,0.15,19.2,1678,87.4,7155,92.8,88.9,63.6,20,168,33,2,62,2.0,13,0.42,89,53,76,30,29,9,20,35,2193,74,457,1214,534,33,35,68.6,25.7,1256,3691,42,3,24,17,1561,45,31,1,12,138,28,27,50.9,€14.7M,0
Nathan Patterson,sct SCO,Everton,DF,22,10,3,347,0,1,1,0,0.1,0.4,6,13,18,0.0,0.26,0.02,0.11,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.8,130,73.9,806,90.3,69.3,50.0,4,9,5,3,11,2.85,1,0.26,11,6,14,7,2,0,2,2,215,11,52,90,75,5,12,75.0,16.7,95,216,5,2,4,2,117,6,1,0,14,12,1,7,12.5,€16.6M,0
Andreas Pereira,br BRA,Fulham,MF,28,33,25,2013,2,4,7,0,3.8,4.6,29,104,81,0.09,0.18,0.17,0.21,N/a,N/a,N/a,N/a,21.1,0.36,0.05,21.8,670,69.1,3902,83.6,79.1,40.8,57,67,19,4,104,4.65,8,0.36,24,13,42,32,17,2,15,8,1148,22,169,466,531,46,30,46.7,26.7,578,1341,38,9,29,22,676,28,24,1,171,100,13,23,36.1,€17.8M,0
Ricardo Pereira,pt POR,Leicester City,DF,30,10,4,388,0,0,1,0,0.1,0.0,3,18,5,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.23,0.00,17.0,207,83.5,956,88.3,84.3,86.7,0,19,1,0,3,0.7,0,0.0,13,8,14,7,8,3,5,4,296,17,90,166,41,5,9,66.7,22.2,151,186,3,2,3,1,172,6,8,0,3,19,4,2,66.7,€1.8M,0
Kalvin Phillips,eng ENG,Ipswich Town,MF,28,19,14,1237,0,0,6,1,0.4,0.2,4,51,4,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,18.2,0.15,0.00,24.3,436,79.1,2474,83.1,86.7,61.2,5,49,6,1,17,1.24,3,0.22,35,19,39,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50.0,310,569,5,0,25,10,394,28,20,0,20,68,7,22,24.1,€11.8M,0
Jaden Philogene Bidace,eng ENG,Aston Villa,FWMF,22,11,2,332,0,0,4,1,0.5,0.3,7,4,17,0.0,0.0,0.13,0.08,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.0,63,73.3,161,81.6,85.7,66.7,1,1,3,0,5,1.36,0,0.0,11,5,6,2,5,0,5,3,145,4,27,54,66,14,15,26.7,53.3,75,239,5,7,7,3,83,12,8,1,4,21,0,5,0.0,€22.3M,0
Jaden Philogene Bidace,eng ENG,Ipswich Town,FWDF,22,10,5,474,2,0,1,0,2.0,0.2,13,10,36,0.38,0.0,0.37,0.05,N/a,N/a,N/a,N/a,41.7,0.95,0.17,16.4,95,72.5,414,84.4,73.2,50.0,5,7,4,3,9,1.71,0,0.0,14,7,15,7,11,1,10,10,220,10,53,68,101,18,18,27.8,61.1,127,305,3,5,11,10,133,8,10,1,13,23,5,3,62.5,€22.3M,0
Ethan Pinnock,jm JAM,Brentford,DF,31,22,21,1913,2,0,2,0,1.1,1.2,3,41,9,0.09,0.0,0.05,0.05,N/a,N/a,N/a,N/a,60.0,0.28,0.20,11.1,924,85.6,6094,94.2,89.4,57.9,8,48,4,1,21,0.99,0,0.0,35,19,24,11,29,18,11,24,1348,294,783,457,109,24,9,33.3,66.7,633,1633,4,0,2,4,760,8,4,0,9,50,63,43,59.4,€7.6M,0
Pedro Porro,es ESP,Tottenham,DF,24,33,28,2610,2,6,5,0,1.6,5.0,65,154,109,0.07,0.21,0.05,0.17,N/a,N/a,N/a,N/a,20.5,0.28,0.05,23.0,1385,73.2,9602,87.6,79.6,43.4,57,124,57,27,108,3.72,8,0.28,66,49,77,33,44,17,27,36,2237,128,675,812,763,32,40,35.0,60.0,1187,2841,43,5,25,18,1291,25,33,1,196,152,12,23,34.3,€51.3M,0
Jarell Quansah,eng ENG,Liverpool,DF,21,13,4,495,0,0,2,0,0.1,0.1,3,19,4,0.0,0.0,0.02,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,8.9,356,90.8,2038,97.2,92.5,62.5,2,22,1,0,3,0.55,0,0.0,12,8,10,3,10,7,3,7,464,80,245,189,30,6,3,33.3,66.7,268,709,4,1,5,2,321,9,1,0,2,19,7,10,41.2,€40.8M,0
Jacob Ramsey,eng ENG,Aston Villa,FWMF,23,29,19,1623,1,3,4,1,1.6,2.3,61,68,114,0.06,0.17,0.09,0.13,N/a,N/a,N/a,N/a,21.1,0.22,0.05,16.8,497,84.8,1578,91.3,83.6,75.0,21,31,21,1,51,2.83,8,0.44,30,15,20,10,23,4,19,8,762,12,146,272,359,74,46,54.3,28.3,496,1766,31,21,42,23,577,13,28,5,12,83,7,13,35.0,€45.8M,0
Marcus Rashford,eng ENG,Manchester Utd,FWMF,26,15,12,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,0.83,0.25,16.4,253,73.8,868,83.6,65.9,50.0,15,13,16,8,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,19,12,14,6,341,8,7,7,27,24,5,7,41.7,€52.2M,0
Marcus Rashford,eng ENG,Aston Villa,FW,26,10,4,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,1.01,0.06,19.4,117,71.3,447,87.0,76.6,36.0,13,2,9,2,27,5.49,3,0.61,10,7,6,2,2,0,2,1,227,2,14,58,159,30,22,40.9,59.1,127,471,10,15,8,1,149,1,3,1,28,14,1,8,11.1,€52.2M,0
Harrison Reed,eng ENG,Fulham,MF,29,12,0,108,0,0,2,0,0.2,0.1,1,4,7,0.0,0.0,0.21,0.07,N/a,N/a,N/a,N/a,66.7,1.67,0.00,21.7,39,70.9,138,87.5,76.5,40.0,1,1,1,0,1,0.89,0,0.0,6,3,3,2,1,0,1,1,78,2,11,28,40,5,2,0.0,50.0,31,27,1,0,2,2,38,6,2,0,6,10,1,2,33.3,€5M,0
Sergio Reguilón,es ESP,Tottenham,DF,27,4,1,196,0,0,2,0,0.1,0.0,5,13,12,0.0,0.0,0.05,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.00,13.3,93,68.4,540,77.8,76.7,23.5,1,13,2,1,1,0.46,0,0.0,4,3,5,3,7,0,7,4,167,9,57,73,38,3,6,33.3,16.7,88,233,2,1,2,1,97,2,6,0,12,14,5,2,71.4,€2.1M,0
Declan Rice,eng ENG,Arsenal,MF,25,35,33,2825,4,7,7,1,3.5,6.6,90,192,94,0.13,0.22,0.11,0.21,N/a,N/a,N/a,N/a,29.2,0.45,0.08,19.6,1376,83.4,6234,92.0,90.5,48.8,59,137,35,5,111,3.54,10,0.32,53,25,41,24,27,13,14,25,1948,82,325,909,733,81,29,48.3,48.3,1031,3394,58,16,36,32,1266,21,16,2,164,156,37,25,59.7,€116.4M,0
Chris Richards,us USA,Crystal Palace,DF,24,24,22,1922,1,0,4,1,1.4,0.1,6,39,2,0.05,0.0,0.06,0.0,N/a,N/a,N/a,N/a,50.0,0.28,0.08,10.8,684,79.8,4230,88.5,88.5,45.5,2,23,1,1,9,0.42,2,0.09,47,30,41,17,40,14,26,19,1118,134,611,440,73,18,6,16.7,83.3,517,964,5,0,5,5,614,11,5,1,5,51,48,41,53.9,€15.8M,0
Richarlison,br BRA,Tottenham,FW,27,15,4,504,4,1,2,0,3.7,0.9,8,11,22,0.71,0.18,0.66,0.16,N/a,N/a,N/a,N/a,41.2,1.25,0.24,9.1,62,60.2,280,68.9,59.4,66.7,4,8,4,2,8,1.43,1,0.18,5,3,3,3,1,1,0,0,173,8,21,89,64,29,16,6.3,87.5,89,168,8,3,9,8,120,7,13,3,7,11,10,23,30.3,€19.3M,0
Andrew Robertson,sct SCO,Liverpool,DF,30,33,29,2482,0,1,3,1,1.2,4.6,64,176,108,0.0,0.04,0.04,0.17,N/a,N/a,N/a,N/a,13.3,0.07,0.00,14.9,1559,82.7,8406,94.3,86.3,46.4,40,150,31,17,80,2.9,4,0.14,39,22,51,20,10,4,6,21,2083,92,538,940,620,53,18,38.9,55.6,1107,2849,52,6,25,13,1398,11,8,3,147,105,7,14,33.3,€20.6M,0
Antonee Robinson,us USA,Fulham,DF,26,36,35,3167,0,10,8,0,0.7,4.2,118,131,274,0.0,0.28,0.02,0.12,N/a,N/a,N/a,N/a,12.5,0.06,0.00,22.1,1595,76.8,10017,86.6,79.5,56.1,43,115,56,29,80,2.27,11,0.31,95,61,95,50,43,9,34,62,2523,139,828,942,788,70,83,45.8,41.0,1343,4230,61,30,44,20,1509,31,20,7,170,157,50,26,65.8,€42.7M,0
Jay Robinson,eng ENG,Southampton,MFFW,17,4,1,137,0,0,0,0,0.0,0.7,3,1,10,0.0,0.0,0.03,0.44,N/a,N/a,N/a,N/a,100.0,0.66,0.00,13.2,23,67.6,100,82.4,75.0,25.0,3,1,1,0,8,5.26,1,0.66,4,1,1,0,0,0,0,0,54,4,15,18,22,5,11,54.5,45.5,33,92,2,1,1,6,29,3,1,0,1,12,0,1,0.0,€8.9M,0
Guido Rodríguez,ar ARG,West Ham,MF,30,23,16,1149,0,1,6,0,0.2,0.2,4,33,7,0.0,0.08,0.02,0.01,N/a,N/a,N/a,N/a,12.5,0.08,0.00,27.8,480,84.4,2164,87.9,90.7,64.4,4,37,1,0,12,0.94,1,0.08,36,19,33,16,23,9,14,13,709,54,223,423,64,5,6,50.0,16.7,327,481,5,2,4,7,408,18,12,2,5,53,11,7,61.1,€7.2M,0
Mads Roerslev,dk DEN,Brentford,DF,25,19,11,1101,0,2,2,0,0.2,3.0,17,51,54,0.0,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.00,20.8,422,78.7,2249,88.0,79.9,55.1,14,37,11,4,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,13,0,9,6,406,6,10,0,31,39,10,14,41.7,€6.2M,0
Cristian Romero,ar ARG,Tottenham,DF,26,18,18,1416,1,0,3,0,1.6,0.6,12,71,3,0.06,0.0,0.1,0.04,N/a,N/a,N/a,N/a,50.0,0.51,0.06,9.1,1094,89.5,8197,91.4,94.7,63.5,7,109,8,1,20,1.27,4,0.25,35,29,30,9,18,3,15,21,1377,157,594,720,74,23,4,25.0,50.0,896,2893,18,0,10,5,936,14,12,2,3,90,41,27,60.3,€51.3M,0
Georginio Rutter,fr FRA,Brighton,MFFW,22,28,19,1656,5,3,2,0,4.6,2.5,42,67,79,0.27,0.16,0.25,0.14,N/a,N/a,N/a,N/a,24.0,0.65,0.10,15.5,237,66.8,1174,77.0,66.7,62.5,19,30,16,1,64,3.47,8,0.43,39,15,36,22,20,3,17,10,641,20,83,246,326,79,71,38.0,47.9,361,1405,36,16,45,37,411,34,45,7,9,66,25,46,35.2,€41.2M,0
William Saliba,fr FRA,Arsenal,DF,23,35,35,3039,2,0,2,1,2.3,0.9,16,138,6,0.06,0.0,0.07,0.03,N/a,N/a,N/a,N/a,33.3,0.06,0.33,5.4,2413,94.3,12540,95.8,96.1,79.9,7,180,6,0,27,0.8,1,0.03,62,37,28,7,25,15,10,21,2824,190,1127,1571,142,18,19,63.2,31.6,1756,4154,17,1,19,8,2137,28,17,1,3,154,61,36,62.9,€79.5M,0
Ibrahim Sangaré,ci CIV,Nott'ham Forest,MF,26,13,7,590,0,1,3,0,0.0,0.4,1,27,4,0.0,0.15,0.0,0.06,N/a,N/a,N/a,N/a,100.0,0.15,0.00,32.0,276,85.4,1475,89.6,92.1,64.5,4,28,4,1,8,1.22,0,0.0,28,14,17,9,10,4,6,6,407,26,110,247,52,7,1,0.0,100.0,171,283,2,0,5,4,236,15,8,0,2,42,10,10,50.0,€34.6M,0
Pablo Sarabia,es ESP,Wolves,MFFW,32,23,7,814,3,2,3,0,2.9,1.8,15,60,62,0.33,0.22,0.32,0.19,N/a,N/a,N/a,N/a,47.1,0.88,0.18,18.9,308,69.2,1909,87.3,74.8,45.0,15,39,20,3,28,3.1,5,0.55,16,8,16,6,10,0,10,4,552,4,58,271,226,24,15,40.0,46.7,325,731,15,0,22,14,387,16,15,5,47,34,5,14,26.3,€3.4M,0
Oliver Scarles,eng ENG,West Ham,DFFW,18,15,7,665,0,0,1,0,0.1,0.1,12,22,44,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.00,20.2,293,78.8,1151,88.8,84.1,29.7,2,10,5,1,6,0.81,0,0.0,21,11,22,8,14,2,12,11,466,32,159,179,133,9,7,28.6,71.4,219,483,9,2,12,3,272,5,3,1,15,34,6,6,50.0,€13.2M,0
Fabian Schär,ch SUI,Newcastle Utd,DF,32,34,33,2934,4,0,9,1,3.7,0.4,18,118,22,0.12,0.0,0.11,0.01,N/a,N/a,N/a,N/a,27.5,0.34,0.10,19.8,1654,83.7,12752,92.3,92.9,51.2,5,161,13,0,37,1.13,4,0.12,36,21,35,21,38,25,13,45,2319,266,1178,991,162,42,13,61.5,23.1,1438,3744,27,2,12,6,1609,35,15,4,13,134,56,71,44.1,€7.5M,0
Jeffrey Schlupp,gh GHA,Crystal Palace,MFDF,31,12,0,103,0,0,0,0,0.2,0.2,4,5,9,0.0,0.0,0.14,0.14,N/a,N/a,N/a,N/a,50.0,1.75,0.00,17.7,39,78.0,144,84.2,78.3,50.0,3,4,2,0,7,6.06,0,0.0,2,0,3,3,6,0,6,0,79,2,9,31,41,6,1,100.0,0.0,30,67,1,1,7,0,41,1,0,0,4,6,3,4,42.9,€2.1M,0
Alex Scott,eng ENG,Bournemouth,MF,20,20,8,755,0,0,3,0,0.7,0.9,15,52,33,0.0,0.0,0.09,0.11,N/a,N/a,N/a,N/a,40.0,0.72,0.00,21.1,286,83.6,1359,89.3,92.6,57.1,12,41,5,1,29,3.45,2,0.24,27,14,42,23,17,4,13,10,485,24,90,257,144,18,26,23.1,50.0,247,663,10,3,23,8,294,17,26,0,7,52,7,7,50.0,€28.2M,0
Nélson Semedo,pt POR,Wolves,DF,30,34,32,2886,0,4,8,0,0.9,2.8,67,80,119,0.0,0.12,0.03,0.09,N/a,N/a,N/a,N/a,38.9,0.22,0.00,23.9,1096,80.8,5130,91.6,83.5,46.1,25,70,28,13,60,1.87,6,0.19,62,36,57,23,32,10,22,23,1717,123,483,788,467,27,71,45.1,43.7,901,2688,41,10,42,21,995,48,30,4,63,139,28,42,40.0,€4M,0
Marcos Senesi,ar ARG,Bournemouth,DF,27,17,13,1106,0,0,5,0,0.8,0.2,12,62,7,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,7.9,561,76.3,5815,87.3,85.9,49.4,3,79,13,3,16,1.3,1,0.08,39,21,31,17,16,7,9,14,889,73,391,427,82,16,10,60.0,40.0,554,1677,16,0,7,6,565,22,8,0,11,71,32,29,52.5,€20.3M,0
Ryan Sessegnon,eng ENG,Fulham,FWDF,24,16,7,580,4,2,1,0,1.6,1.1,18,22,59,0.62,0.31,0.25,0.17,N/a,N/a,N/a,N/a,57.1,1.24,0.29,12.8,189,78.4,859,86.8,79.5,61.5,12,18,7,2,24,3.72,4,0.62,27,13,20,11,13,1,12,3,363,15,88,131,149,45,21,38.1,47.6,180,549,14,10,19,8,210,20,4,1,16,30,8,11,42.1,€11.8M,0
Luke Shaw,eng ENG,Manchester Utd,DF,29,7,4,349,0,0,1,0,0.0,0.7,7,24,7,0.0,0.0,0.01,0.18,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.1,249,85.9,1388,92.9,90.8,60.6,5,20,3,1,10,2.58,0,0.0,4,3,2,0,6,1,5,2,317,26,128,149,42,4,1,0.0,100.0,226,548,8,0,2,0,248,3,1,0,11,9,3,2,60.0,€12.7M,0
Bernardo Silva,pt POR,Manchester City,MFFW,29,33,29,2670,4,4,7,0,3.9,5.1,101,134,200,0.13,0.13,0.13,0.17,N/a,N/a,N/a,N/a,34.4,0.37,0.13,12.4,1547,86.8,4501,92.4,87.4,66.1,53,87,40,7,92,3.1,8,0.27,56,37,56,31,36,7,29,23,2054,50,355,843,876,141,61,45.9,42.6,1288,4045,65,32,25,34,1518,27,32,3,60,107,5,10,33.3,€51.1M,0
Jota Silva,pt POR,Nott'ham Forest,FWMF,24,31,5,854,3,1,5,0,2.1,2.9,21,18,59,0.32,0.11,0.22,0.3,N/a,N/a,N/a,N/a,30.4,0.74,0.13,14.5,118,60.2,471,76.7,61.7,31.6,14,4,9,3,29,3.06,3,0.32,27,14,27,21,9,1,8,12,357,19,83,104,181,46,34,29.4,44.1,175,632,13,9,24,12,202,24,23,8,21,43,21,30,41.2,€17.4M,0
Jahmai Simpson-Pusey,eng ENG,Manchester City,DF,18,2,1,96,0,0,1,0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,107,93.0,549,95.9,96.6,42.9,0,3,0,0,0,0.0,0,0.0,1,0,1,1,1,1,0,0,123,9,61,59,3,1,1,0.0,0.0,79,190,0,0,1,0,101,0,1,0,0,3,1,3,25.0,€5.3M,0
Luis Sinisterra,co COL,Bournemouth,FWMF,25,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,2.29,0.08,14.8,73,78.5,200,91.7,68.8,100.0,9,6,2,2,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,6,10,6,3,102,4,2,1,7,17,3,7,30.0,€15.4M,0
Oliver Skipp,eng ENG,Leicester City,MF,23,24,10,1129,0,0,8,0,0.4,0.3,16,35,19,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.08,0.00,19.4,419,83.5,1568,86.6,91.6,58.3,9,32,4,0,15,1.2,0,0.0,21,4,15,6,23,7,16,11,612,29,141,383,92,9,12,58.3,41.7,347,644,7,3,12,7,419,21,13,0,5,46,12,6,66.7,€9.2M,0
William Smallbone,ie IRL,Southampton,MF,24,18,6,690,1,0,1,0,0.6,0.7,5,27,25,0.13,0.0,0.07,0.1,N/a,N/a,N/a,N/a,14.3,0.13,0.14,17.6,270,75.8,1203,84.4,85.5,37.7,10,13,4,3,16,2.09,0,0.0,20,13,22,15,8,0,8,2,431,17,83,213,139,17,6,66.7,33.3,193,397,9,1,12,6,262,11,3,0,36,23,4,6,40.0,€2.7M,0
Adam Smith,eng ENG,Bournemouth,DF,33,25,19,1590,0,0,7,0,0.7,0.4,15,49,34,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.9,514,75.7,2723,88.7,79.6,36.0,8,49,10,5,23,1.3,2,0.11,24,12,27,13,13,5,8,15,825,41,240,394,197,8,16,37.5,43.8,366,711,18,1,13,7,403,19,12,0,33,50,14,15,48.3,€0.9M,0
Emile Smith Rowe,eng ENG,Fulham,MF,24,34,25,2043,6,3,3,0,4.5,1.4,53,126,127,0.26,0.13,0.2,0.06,N/a,N/a,N/a,N/a,29.7,0.48,0.16,16.0,922,90.1,2429,92.6,94.8,72.4,24,80,15,1,73,3.22,12,0.53,31,18,24,16,22,2,20,11,1223,20,166,591,476,60,35,45.7,45.7,779,1932,40,12,36,18,940,19,14,4,16,75,6,20,23.1,€35.8M,0
Carlos Soler,es ESP,West Ham,MFFW,27,31,14,1409,1,1,6,0,1.8,1.4,17,56,37,0.06,0.06,0.12,0.09,N/a,N/a,N/a,N/a,32.0,0.51,0.04,19.0,570,85.2,2414,94.5,86.2,54.2,18,43,13,0,51,3.26,2,0.13,16,11,23,16,19,6,13,8,794,27,180,409,210,26,18,44.4,50.0,367,783,17,4,14,14,539,26,19,0,34,64,10,12,45.5,€23.3M,0
Ramón Sosa,py PAR,Nott'ham Forest,FWMF,24,19,1,295,1,0,1,0,1.0,0.5,12,6,17,0.31,0.0,0.31,0.15,N/a,N/a,N/a,N/a,45.5,1.53,0.09,18.6,66,68.0,283,70.2,68.6,71.4,8,2,5,3,14,4.23,0,0.0,5,3,5,4,9,0,9,4,154,6,36,48,77,15,13,61.5,38.5,75,333,7,5,6,5,81,6,8,3,8,25,4,7,36.4,€13.5M,0
Tomáš Souček,cz CZE,West Ham,MF,29,35,30,2567,9,1,8,0,6.7,1.0,9,74,68,0.32,0.04,0.24,0.04,N/a,N/a,N/a,N/a,30.9,0.6,0.16,11.9,715,73.8,3221,79.6,77.3,67.0,14,62,8,1,44,1.54,3,0.11,46,21,44,18,41,21,20,20,1280,128,355,626,303,102,12,50.0,50.0,506,559,12,3,20,15,764,47,25,4,14,63,99,73,57.6,€13.5M,0
Boubakary Soumaré,fr FRA,Leicester City,MF,25,31,25,2171,0,0,8,0,0.3,0.4,34,105,23,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.4,1073,87.0,4336,91.9,87.9,70.0,11,95,16,3,35,1.45,3,0.12,37,20,33,12,22,10,12,27,1441,73,386,903,166,18,45,60.0,31.1,847,2011,19,4,24,22,1013,24,23,0,10,140,21,11,65.6,€15.3M,0
Djed Spence,eng ENG,Tottenham,DF,23,25,19,1792,1,2,4,1,0.6,1.8,59,105,70,0.05,0.1,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.15,0.10,23.9,992,85.4,4261,94.1,85.8,47.8,11,78,18,8,29,1.46,5,0.25,47,34,30,7,28,9,19,21,1428,81,500,641,309,25,76,50.0,40.8,794,2481,44,7,28,33,872,21,23,2,25,109,21,14,60.0,€19.2M,0
