Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Radu Drăgușin,ro ROU,Tottenham,DF,22,16,14,1252,0,0,1,0,0.1,0.4,7,37,2,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.07,0.00,12.7,716,85.2,5250,91.0,93.0,43.9,4,52,2,1,8,0.58,1,0.07,10,6,12,6,22,16,6,15,961,148,510,430,30,12,2,0.0,0.0,623,1666,3,0,8,2,669,6,10,0,1,48,33,22,60.0,€28.4M,0
Martin Dúbravka,sk SVK,Newcastle Utd,GK,35,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.20,70.7,50.0,N/a,N/a,0.0,N/a,N/a,265,79.6,3082,100.0,100.0,40.2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,175,0,1,0,0,18,4,0,100.0,€1.2M,0
Lewis Dunk,eng ENG,Brighton,DF,32,25,23,2083,0,0,5,0,0.8,0.5,20,142,3,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,25.0,0.13,0.00,12.1,1778,91.0,10612,96.4,95.2,62.7,6,157,6,0,19,0.82,3,0.13,17,10,19,8,28,18,10,13,2127,258,993,1031,113,21,1,0.0,100.0,1341,3345,19,0,9,3,1556,7,11,2,5,104,51,31,62.2,€3.6M,0
Jáder Durán,co COL,Aston Villa,FW,20,20,4,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.0,0.69,0.03,N/a,N/a,N/a,N/a,48.4,2.12,0.23,15.6,115,70.6,307,81.0,68.0,45.5,4,10,1,0,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,2,16,15,192,14,15,5,3,19,19,19,50.0,€36.6M,0
Odsonne Édouard,fr FRA,Crystal Palace,MFFW,26,2,1,115,0,0,0,0,0.4,0.0,3,4,7,0.0,0.0,0.31,0.04,N/a,N/a,N/a,N/a,20.0,0.78,0.00,20.9,17,60.7,46,68.8,57.1,100.0,1,2,0,0,1,0.78,0,0.0,1,0,2,2,1,0,1,0,45,1,4,23,18,8,1,0.0,100.0,24,56,1,2,4,1,26,4,0,2,1,5,1,4,20.0,€12.4M,0
Harvey Elliott,eng ENG,Liverpool,MF,21,18,2,371,1,2,1,0,1.8,1.1,10,44,30,0.24,0.49,0.43,0.26,N/a,N/a,N/a,N/a,23.5,0.97,0.06,16.9,240,82.2,1016,92.3,84.3,66.7,10,26,6,0,21,5.11,3,0.73,5,3,8,6,7,2,5,1,339,5,32,164,144,21,9,44.4,44.4,188,408,11,5,5,4,253,0,1,1,12,15,1,2,33.3,€39.2M,0
Julio Enciso,py PAR,Ipswich Town,MFFW,20,13,12,869,2,3,3,0,1.7,1.4,23,28,44,0.21,0.31,0.18,0.14,N/a,N/a,N/a,N/a,34.4,1.14,0.06,23.0,171,69.0,819,77.5,74.2,45.5,13,18,8,1,29,3.0,4,0.41,12,9,11,7,8,1,7,1,406,5,52,202,167,23,66,45.5,42.4,205,793,25,9,24,30,262,9,21,0,21,43,8,17,32.0,€25.1M,0
Julio Enciso,py PAR,Brighton,MFFW,20,12,2,294,0,0,0,0,1.0,0.2,11,14,17,0.0,0.0,0.31,0.07,N/a,N/a,N/a,N/a,55.0,3.37,0.00,21.3,99,66.0,392,81.3,72.5,22.7,5,13,4,1,12,3.69,0,0.0,0,0,2,2,2,0,2,0,202,2,17,72,116,20,21,47.6,38.1,114,386,10,4,7,9,141,3,7,0,20,15,6,5,54.5,€25.1M,0
Wataru Endo,jp JPN,Liverpool,MFDF,31,20,1,273,0,0,0,0,0.0,0.1,1,19,8,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,182,93.8,700,93.8,96.3,100.0,2,16,1,0,6,1.96,0,0.0,12,8,10,4,8,1,7,6,237,12,65,124,49,3,2,100.0,0.0,110,169,3,1,6,3,163,15,7,0,1,14,3,4,42.9,€11.1M,0
Christian Eriksen,dk DEN,Manchester Utd,MF,32,23,11,1061,1,2,4,0,1.4,3.2,13,55,29,0.08,0.17,0.12,0.27,N/a,N/a,N/a,N/a,7.1,0.08,0.00,25.8,590,78.8,3131,92.0,80.2,47.7,31,54,13,6,56,4.74,7,0.59,19,9,27,16,15,5,10,7,850,26,173,397,284,17,4,0.0,100.0,473,851,14,1,13,5,566,8,3,0,85,62,2,6,25.0,€1.9M,0
Romain Esse,eng ENG,Crystal Palace,MF,19,7,1,138,1,1,0,0,0.3,0.4,1,7,14,0.65,0.65,0.21,0.27,N/a,N/a,N/a,N/a,100.0,0.65,1.00,2.8,32,76.2,202,87.0,71.4,50.0,3,2,1,0,8,5.18,3,1.94,9,6,5,0,2,0,2,1,73,1,14,30,29,9,6,33.3,66.7,38,49,1,2,6,2,43,2,3,0,0,9,3,2,60.0,€16.4M,0
Pervis Estupiñán,ec ECU,Brighton,DF,26,30,26,2402,1,1,5,0,1.2,2.1,59,132,112,0.04,0.04,0.04,0.08,N/a,N/a,N/a,N/a,32.1,0.34,0.04,24.5,1338,83.1,6261,93.2,83.5,46.8,26,105,34,18,58,2.17,4,0.15,65,43,51,17,20,5,15,37,1915,89,493,936,506,35,34,55.9,38.2,1023,2689,61,9,34,27,1144,36,20,3,119,147,46,26,63.9,€22.7M,0
Jonny Evans,nir NIR,Manchester Utd,DF,36,7,3,315,0,0,1,0,0.1,0.0,3,10,3,0.0,0.0,0.04,0.0,N/a,N/a,N/a,N/a,50.0,0.29,0.00,11.4,192,88.5,906,94.7,89.0,50.0,0,10,1,0,2,0.57,0,0.0,8,6,6,3,3,2,1,5,250,36,139,100,15,3,1,100.0,0.0,143,242,2,0,1,0,151,5,6,0,0,16,9,3,75.0,N/a,0
Łukasz Fabiański,pl POL,West Ham,GK,39,14,13,1160,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.63,74.6,15.4,0.0,N/a,0.0,N/a,N/a,332,67.1,6808,100.0,99.4,41.5,0,5,0,0,3,0.23,0,0.0,0,0,1,1,0,0,0,0,530,414,525,5,0,0,3,100.0,0.0,285,890,0,0,0,0,248,2,1,0,0,5,3,1,75.0,€3.8M,0
Wout Faes,be BEL,Leicester City,DF,26,34,30,2815,1,0,4,0,1.5,0.1,12,86,1,0.03,0.0,0.05,0.0,N/a,N/a,N/a,N/a,8.3,0.03,0.08,9.7,1376,88.0,9014,94.4,94.9,53.9,4,83,6,0,17,0.54,0,0.0,42,26,48,23,48,35,13,26,1906,318,962,885,68,27,6,83.3,16.7,1107,2928,13,2,17,6,1268,23,11,1,5,90,45,36,55.6,€13.3M,0
Abdul Fatawu Issahaku,gh GHA,Leicester City,FW,20,11,6,579,0,2,0,0,0.4,1.6,42,17,60,0.0,0.31,0.06,0.24,N/a,N/a,N/a,N/a,38.5,0.78,0.00,31.2,123,62.4,601,72.8,76.3,48.5,6,7,7,2,17,2.64,3,0.47,21,15,19,8,7,0,7,4,326,19,73,114,157,26,69,42.0,40.6,217,1055,24,15,18,12,216,11,20,2,30,38,14,13,51.9,€21.9M,0
João Félix,pt POR,Chelsea,FWMF,24,12,3,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/a,N/a,N/a,N/a,25.0,1.22,0.05,15.9,171,85.9,663,90.5,91.2,66.7,6,22,8,0,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,13,5,6,4,218,6,17,1,0,22,4,5,44.4,€15.1M,0
Evan Ferguson,ie IRL,West Ham,FW,19,8,1,156,0,0,0,0,0.6,0.3,1,1,7,0.0,0.0,0.32,0.17,N/a,N/a,N/a,N/a,20.0,0.58,0.00,17.2,28,75.7,21,80.8,71.4,50.0,2,1,0,0,4,2.31,0,0.0,3,1,0,0,2,1,1,1,66,1,6,30,31,10,5,60.0,40.0,31,41,1,1,8,5,42,1,2,0,0,8,5,10,33.3,€19.8M,0
Evan Ferguson,ie IRL,Brighton,FW,19,13,2,246,1,0,0,0,0.5,0.4,2,1,9,0.37,0.0,0.2,0.15,N/a,N/a,N/a,N/a,28.6,0.73,0.14,19.2,43,74.1,44,86.1,72.7,25.0,3,1,0,0,4,1.47,0,0.0,4,3,5,3,3,1,2,0,88,7,13,50,26,9,2,50.0,50.0,42,56,1,2,5,6,52,3,1,0,0,10,4,9,30.8,€19.8M,0
Bruno Fernandes,pt POR,Manchester Utd,MF,29,36,35,3018,8,10,5,2,9.9,8.5,77,325,129,0.24,0.3,0.3,0.25,N/a,N/a,N/a,N/a,28.0,0.78,0.05,22.6,1707,76.1,10698,87.3,81.8,55.1,91,214,85,11,193,5.76,13,0.39,84,50,85,51,35,6,29,26,2649,62,428,1263,983,80,67,41.8,49.3,1542,3866,65,14,43,43,1853,32,40,2,186,213,22,28,44.0,€35.7M,0
Mateus Fernandes,pt POR,Southampton,MF,20,36,34,2909,2,4,8,0,4.0,3.0,76,145,108,0.06,0.12,0.12,0.09,N/a,N/a,N/a,N/a,33.3,0.43,0.05,18.7,1087,79.9,4369,87.9,85.9,56.1,34,98,27,6,78,2.41,7,0.22,89,48,72,39,43,8,35,28,1760,72,385,867,547,49,109,45.0,45.0,897,3143,70,9,58,36,1077,46,55,4,113,179,15,9,62.5,€22.5M,0
Enzo Fernández,ar ARG,Chelsea,MF,23,36,32,2947,6,7,8,0,6.1,6.8,60,212,126,0.18,0.21,0.19,0.21,N/a,N/a,N/a,N/a,37.7,0.61,0.11,18.1,1518,79.9,7512,88.7,84.9,57.5,77,167,41,7,147,4.49,16,0.49,65,33,84,53,43,7,36,13,2210,37,346,1129,751,81,55,47.3,38.2,1211,2735,55,9,29,28,1622,52,54,2,109,156,14,29,32.6,€74.2M,0
Phil Foden,eng ENG,Manchester City,MFFW,24,28,20,1777,7,2,2,0,5.2,4.8,50,103,128,0.35,0.1,0.26,0.24,N/a,N/a,N/a,N/a,29.6,0.81,0.13,18.6,791,84.1,2615,90.9,89.3,59.8,43,41,39,6,88,4.46,9,0.46,13,5,18,11,13,1,12,9,1139,13,85,382,681,83,43,32.6,53.5,722,1782,30,17,36,31,894,5,34,3,80,61,3,9,25.0,€73.8M,0
Wesley Fofana,fr FRA,Chelsea,DF,23,14,14,1172,0,0,7,0,0.4,0.4,19,32,4,0.0,0.0,0.03,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.00,10.6,724,90.2,3415,93.9,92.5,61.9,6,54,1,0,15,1.15,0,0.0,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,53.3,20.0,557,1614,12,1,16,5,665,24,16,0,1,54,27,12,69.2,€30.4M,0
Carlos Forbs,pt POR,Wolves,MFFW,20,10,1,239,0,0,2,0,0.1,0.0,10,8,28,0.0,0.0,0.05,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.00,19.1,60,65.9,228,76.5,73.1,20.0,1,2,3,1,5,1.89,1,0.38,8,5,6,2,3,0,3,1,121,3,23,39,60,13,12,58.3,41.7,75,321,3,8,7,4,85,2,1,0,9,11,1,3,25.0,€13M,0
Fraser Forster,eng ENG,Tottenham,GK,36,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.14,69.0,14.3,0.0,N/a,0.0,N/a,N/a,168,84.8,2105,98.2,95.6,48.9,0,1,0,0,0,0.0,0,0.0,0,0,1,1,0,0,0,0,228,212,228,0,0,0,1,100.0,0.0,113,264,0,0,1,0,94,0,0,0,0,1,1,0,100.0,€0.7M,0
Ryan Fraser,sct SCO,Southampton,FWDF,30,8,4,306,0,0,0,1,0.0,0.1,10,8,18,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,100.0,0.29,0.00,31.6,77,74.8,208,93.5,70.0,30.0,2,3,1,0,5,1.47,0,0.0,6,2,6,2,1,1,0,1,131,12,45,50,37,3,3,66.7,33.3,74,252,5,2,4,2,94,1,4,1,12,10,2,3,40.0,€2.3M,0
Tyler Fredricson,eng ENG,Manchester Utd,DF,19,2,2,165,0,0,0,0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,110,90.2,434,94.0,91.5,88.9,0,8,0,0,3,1.63,0,0.0,5,3,2,1,2,0,2,1,141,11,64,68,9,1,1,100.0,0.0,86,114,1,0,2,0,95,0,2,0,0,12,7,5,58.3,€5.6M,0
Niclas Füllkrug,de GER,West Ham,FW,31,18,6,790,3,2,2,0,2.2,1.9,7,14,31,0.34,0.23,0.25,0.22,N/a,N/a,N/a,N/a,43.8,0.8,0.19,10.3,133,67.2,314,76.9,60.3,53.8,14,12,5,0,22,2.5,2,0.23,4,3,4,1,1,0,1,1,277,19,27,142,110,40,8,12.5,75.0,123,215,4,2,18,7,205,21,6,10,1,18,39,52,42.9,€11M,0
Idrissa Gana Gueye,sn SEN,Everton,MF,34,37,35,3063,0,3,9,0,1.1,1.7,27,145,27,0.0,0.09,0.03,0.05,N/a,N/a,N/a,N/a,18.5,0.15,0.00,25.2,1230,86.5,5681,91.0,90.4,72.2,19,154,10,3,60,1.76,4,0.12,133,80,99,41,48,9,39,48,1801,72,432,1045,336,21,39,46.2,48.7,861,1752,27,4,32,38,1048,55,46,0,7,194,24,15,61.5,€2.6M,0
Andrés García,es ESP,Aston Villa,DFMF,21,7,5,318,0,0,0,0,0.0,0.2,26,15,28,0.0,0.0,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,26.6,174,86.6,577,92.7,90.2,53.8,3,9,8,5,3,0.85,0,0.0,9,5,8,4,2,0,2,2,256,8,38,108,112,2,18,27.8,66.7,159,673,13,2,10,6,168,1,0,0,18,15,0,6,0.0,€10.4M,0
James Garner,eng ENG,Everton,MFDF,23,21,17,1594,0,1,5,0,0.7,1.4,15,50,30,0.0,0.06,0.04,0.08,N/a,N/a,N/a,N/a,33.3,0.23,0.00,20.4,611,76.1,3158,86.7,82.8,49.2,13,60,7,4,39,2.2,5,0.28,47,31,41,17,20,4,16,23,977,40,226,511,248,15,19,36.8,63.2,478,842,19,2,16,9,550,20,15,0,57,73,11,13,45.8,€20.7M,0
Tyrique George,eng ENG,Chelsea,FW,18,8,1,183,1,1,1,0,0.2,0.7,9,3,22,0.49,0.49,0.1,0.36,N/a,N/a,N/a,N/a,33.3,0.49,0.33,15.0,43,79.6,85,88.9,84.2,0.0,6,0,1,0,7,3.44,1,0.49,2,0,3,1,1,0,1,2,70,1,11,21,39,9,5,60.0,40.0,46,209,1,5,3,0,53,3,0,2,3,4,0,4,0.0,€24.4M,0
Morgan Gibbs-White,eng ENG,Nott'ham Forest,MF,24,34,34,2803,7,8,11,1,6.3,5.0,69,164,136,0.22,0.26,0.2,0.16,N/a,N/a,N/a,N/a,34.4,0.67,0.11,17.4,993,78.3,4754,85.2,82.2,58.9,51,128,41,10,115,3.69,19,0.61,43,22,33,16,18,5,13,23,1626,35,185,830,636,92,77,40.3,45.5,923,2566,52,13,70,44,1226,38,40,7,45,127,40,55,42.1,€67.5M,0
Billy Gilmour,sct SCO,Brighton,MF,23,2,1,98,0,0,0,0,0.1,0.0,2,11,2,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,25.5,58,86.6,346,94.7,81.8,57.1,0,12,2,0,3,2.76,0,0.0,3,3,4,1,1,0,1,0,73,2,14,46,13,0,2,50.0,50.0,44,117,0,0,0,0,58,2,3,0,1,5,0,0,N/a,€18.2M,0
Ben Godfrey,eng ENG,Ipswich Town,DF,26,3,2,159,0,0,1,0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,47,82.5,255,90.9,88.9,N/a,0,5,1,0,1,0.57,0,0.0,1,0,1,0,1,1,0,2,68,6,26,33,9,1,0,N/a,N/a,33,79,2,0,2,1,42,1,0,0,0,2,3,0,100.0,€10.5M,0
João Gomes,br BRA,Wolves,MF,23,36,35,2974,3,1,11,1,2.9,1.2,59,165,76,0.09,0.03,0.09,0.04,N/a,N/a,N/a,N/a,20.0,0.21,0.09,18.3,1380,85.0,4911,90.7,86.3,58.9,23,122,24,1,67,2.03,4,0.12,116,71,110,62,42,4,38,25,1998,62,431,1105,491,45,65,46.2,43.1,1059,2843,51,6,43,51,1335,70,47,1,29,200,11,26,29.7,€51.1M,0
Rodrigo Gomes,pt POR,Wolves,DFFW,21,25,7,810,2,0,0,0,0.7,0.9,23,27,81,0.22,0.0,0.08,0.1,N/a,N/a,N/a,N/a,42.9,0.33,0.29,16.8,212,68.6,1023,79.6,72.7,28.6,12,12,14,4,22,2.45,1,0.11,23,15,21,9,8,1,7,7,417,24,101,141,182,29,15,33.3,46.7,217,805,18,7,21,9,246,4,6,0,23,28,8,17,32.0,€1.8M,0
Toti Gomes,pt POR,Wolves,DF,25,31,30,2614,0,1,7,0,0.7,0.9,27,86,18,0.0,0.03,0.03,0.03,N/a,N/a,N/a,N/a,28.6,0.07,0.00,11.6,1473,85.9,8584,92.2,92.0,52.0,9,87,6,3,21,0.72,1,0.03,61,43,46,9,29,17,12,25,2027,217,942,1000,108,17,32,62.5,31.3,1205,3203,20,0,20,15,1387,24,15,4,13,116,53,26,67.1,€16M,0
Diego Gómez,py PAR,Brighton,MF,21,16,4,516,1,0,0,0,0.9,0.7,8,27,23,0.17,0.0,0.15,0.13,N/a,N/a,N/a,N/a,33.3,0.52,0.11,19.6,243,80.5,931,86.8,84.0,56.0,8,14,7,1,19,3.32,4,0.7,21,13,22,10,13,0,13,8,403,21,87,212,109,10,12,50.0,50.0,193,365,4,0,10,9,247,8,3,1,12,32,10,4,71.4,€1M,0
Joe Gomez,eng ENG,Liverpool,DF,27,9,6,519,0,0,1,0,0.3,0.1,5,35,2,0.0,0.0,0.06,0.02,N/a,N/a,N/a,N/a,66.7,0.35,0.00,11.9,377,88.7,2299,91.2,93.6,61.9,2,29,0,0,5,0.87,1,0.17,13,10,16,5,9,6,3,7,481,54,183,264,37,5,0,N/a,N/a,303,947,2,1,1,2,335,2,3,0,2,34,9,4,69.2,€16.7M,0
Nicolás González,es ESP,Manchester City,MF,22,11,9,760,1,0,3,0,0.5,0.1,9,50,11,0.12,0.0,0.06,0.01,N/a,N/a,N/a,N/a,22.2,0.24,0.11,19.5,575,92.0,1985,96.0,92.1,63.6,1,52,4,0,15,1.77,3,0.35,16,6,11,5,9,0,9,8,713,18,116,439,161,10,6,16.7,50.0,425,729,12,3,8,11,535,13,5,0,1,31,16,12,57.1,€0.6M,0
Ryan Gravenberch,nl NED,Liverpool,MF,22,37,37,3160,0,4,6,1,1.1,3.1,70,181,55,0.0,0.11,0.03,0.09,N/a,N/a,N/a,N/a,25.0,0.14,0.00,24.5,1718,89.2,6528,92.5,92.3,61.5,26,151,35,2,68,1.94,6,0.17,69,35,56,24,35,10,25,60,2343,117,509,1354,512,26,81,45.7,37.0,1396,3742,75,10,55,26,1669,47,52,0,7,193,26,14,65.0,€85.5M,0
Archie Gray,eng ENG,Tottenham,DFMF,18,28,19,1751,0,0,1,0,0.0,0.1,7,40,17,0.0,0.0,0.0,0.01,N/a,N/a,N/a,N/a,100.0,0.05,0.00,24.6,1001,87.4,5370,92.0,92.0,57.3,3,43,0,0,6,0.31,0,0.0,16,8,17,10,22,11,11,19,1286,150,609,582,106,3,13,53.8,38.5,878,1678,5,0,12,11,941,17,11,0,17,69,11,11,50.0,€72.5M,0
Jack Grealish,eng ENG,Manchester City,FWMF,28,20,7,721,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,0.62,0.07,16.3,382,87.6,986,93.2,87.8,69.2,24,23,16,0,47,5.86,2,0.25,9,5,5,3,12,2,10,2,521,15,42,162,324,71,29,44.8,31.0,376,1714,23,46,10,16,423,5,25,0,20,26,1,7,12.5,€29.7M,0
Jacob Greaves,eng ENG,Ipswich Town,DF,23,25,25,2205,1,0,5,0,1.3,0.3,11,69,11,0.04,0.0,0.05,0.01,N/a,N/a,N/a,N/a,40.0,0.16,0.10,9.7,962,85.8,6129,92.3,89.2,44.3,5,75,2,0,20,0.82,1,0.04,40,21,35,13,41,26,15,21,1404,276,746,568,95,22,6,66.7,16.7,619,1268,11,0,10,2,851,16,21,1,1,61,83,40,67.5,€19.7M,0
Brajan Gruda,de GER,Brighton,MFFW,20,21,8,687,1,4,0,0,1.2,2.1,22,26,57,0.13,0.52,0.16,0.28,N/a,N/a,N/a,N/a,45.5,0.66,0.09,16.9,187,74.5,970,84.4,73.0,50.0,23,12,12,1,39,5.1,6,0.78,16,8,14,7,8,0,8,2,344,4,38,120,192,46,30,43.3,40.0,202,662,19,13,14,21,222,7,12,1,29,26,3,5,37.5,€29.2M,0
Albert Grønbaek,dk DEN,Southampton,FWMF,23,4,2,143,0,0,0,0,0.1,0.0,1,1,3,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.00,22.4,13,72.2,43,81.8,50.0,N/a,1,2,0,0,2,1.26,0,0.0,4,1,10,7,1,1,0,0,38,2,9,14,15,2,4,0.0,100.0,18,15,0,1,5,4,21,0,1,0,1,6,2,0,100.0,€16.6M,0
Gonçalo Guedes,pt POR,Wolves,MFFW,27,29,10,995,2,4,1,0,3.2,1.3,41,40,79,0.18,0.36,0.29,0.11,N/a,N/a,N/a,N/a,29.6,0.72,0.07,18.9,259,74.2,1060,86.7,75.8,48.6,14,18,17,5,30,2.71,8,0.72,16,5,16,12,11,0,11,5,484,6,49,199,250,40,28,32.1,53.6,304,1056,27,8,38,18,337,15,17,3,22,36,5,13,27.8,€7.3M,0
Marc Guéhi,eng ENG,Crystal Palace,DF,24,34,34,3059,3,2,9,1,2.0,1.8,22,134,10,0.09,0.06,0.06,0.05,N/a,N/a,N/a,N/a,46.7,0.21,0.20,10.7,1473,83.5,11512,90.7,89.0,55.5,16,133,11,3,44,1.29,5,0.15,61,34,47,16,55,23,32,28,2131,311,1051,943,148,39,15,80.0,13.3,1142,2935,17,1,16,18,1330,24,27,1,13,146,68,58,54.0,€45.2M,0
Luis Guilherme,br BRA,West Ham,MFFW,18,12,1,150,0,0,0,0,0.4,0.1,4,5,16,0.0,0.0,0.25,0.05,N/a,N/a,N/a,N/a,25.0,0.6,0.00,13.6,58,86.6,212,97.4,88.9,62.5,3,5,3,2,10,6.0,0,0.0,1,0,3,3,7,0,7,3,99,3,19,40,41,5,13,53.8,30.8,51,165,3,1,4,3,69,0,4,0,8,7,2,1,66.7,€23.7M,0
Bruno Guimarães,br BRA,Newcastle Utd,MF,26,38,38,3271,5,6,7,0,4.3,6.1,64,271,96,0.14,0.17,0.12,0.17,N/a,N/a,N/a,N/a,28.9,0.36,0.11,16.4,1481,82.4,7860,90.9,86.7,58.7,52,180,77,6,133,3.66,18,0.5,83,47,69,36,36,10,26,29,2213,83,445,1131,662,85,78,43.6,34.6,1400,3483,46,15,56,76,1652,65,108,2,28,188,18,19,48.6,€82.3M,0
İlkay Gündoğan,de GER,Manchester City,MF,33,33,25,2223,1,6,1,0,3.2,3.5,64,127,96,0.04,0.24,0.13,0.14,N/a,N/a,N/a,N/a,25.9,0.28,0.04,18.1,1525,89.5,4511,94.4,92.0,65.8,44,108,23,2,88,3.56,13,0.53,25,13,24,14,15,0,15,13,1892,45,270,929,714,67,41,41.5,39.0,1118,3000,57,11,29,25,1480,15,27,1,60,116,14,11,56.0,€2.7M,0
Malo Gusto,fr FRA,Chelsea,DF,21,32,19,1862,0,1,4,0,1.7,1.4,50,119,85,0.0,0.05,0.08,0.07,N/a,N/a,N/a,N/a,18.2,0.19,0.00,21.3,1198,86.5,4892,93.2,88.4,60.7,22,111,19,7,58,2.8,4,0.19,45,29,48,23,29,8,21,24,1595,64,387,772,451,43,16,25.0,68.8,882,2248,36,8,18,17,1072,20,20,2,53,119,9,15,37.5,€32.1M,0
Joško Gvardiol,hr CRO,Manchester City,DF,22,37,36,3277,5,0,2,0,4.6,2.1,91,264,121,0.14,0.0,0.13,0.06,N/a,N/a,N/a,N/a,30.0,0.33,0.13,12.9,2454,90.2,10760,94.0,92.7,66.0,26,247,20,1,76,2.09,7,0.19,58,39,40,19,42,20,22,44,3103,146,764,1549,815,98,43,58.1,32.6,1997,6002,102,15,29,16,2257,16,27,3,22,137,54,41,56.8,€77.4M,0
Lewis Hall,eng ENG,Newcastle Utd,DF,19,27,24,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.00,18.8,1300,81.7,8891,91.3,85.1,51.5,34,114,17,5,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,22,13,33,20,1094,9,21,1,110,119,30,31,49.2,€36.8M,0
Ali Al Hamadi,iq IRQ,Ipswich Town,FW,22,11,0,134,0,0,3,0,0.4,0.1,4,3,14,0.0,0.0,0.24,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,15.7,25,83.3,29,87.0,71.4,N/a,2,0,0,0,8,5.37,0,0.0,1,0,2,2,0,0,0,0,53,2,6,20,30,9,7,57.1,42.9,29,111,3,4,7,4,36,8,3,1,0,4,5,9,35.7,€2.1M,0
Jack Harrison,eng ENG,Everton,FW,27,34,24,2076,1,0,0,0,3.5,3.7,73,51,127,0.04,0.0,0.15,0.16,N/a,N/a,N/a,N/a,24.1,0.3,0.03,16.2,414,62.8,2477,81.0,67.0,33.3,33,28,25,11,57,2.47,4,0.17,32,22,46,31,18,2,16,10,948,36,157,336,463,69,75,32.0,57.3,524,1639,36,17,52,41,612,13,28,4,131,73,4,28,12.5,€17.9M,0
Taylor Harwood-Bellis,eng ENG,Southampton,DF,22,34,32,2825,1,0,9,0,1.8,1.0,29,125,9,0.03,0.0,0.06,0.03,N/a,N/a,N/a,N/a,40.0,0.25,0.05,10.6,1892,87.4,12592,92.4,91.6,64.0,14,178,10,1,37,1.18,2,0.06,28,20,35,16,65,43,22,30,2475,340,1158,1145,182,42,3,100.0,0.0,1433,3938,27,0,16,5,1792,35,14,0,10,123,63,49,56.3,€24.6M,0
