Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Destiny Udogie,it ITA,Tottenham,DF,21,25,24,1924,0,1,2,0,0.3,1.5,54,121,94,0.0,0.05,0.01,0.07,N/a,N/a,N/a,N/a,20.0,0.05,0.00,15.1,972,87.2,4770,91.1,90.0,78.8,16,89,6,1,36,1.68,3,0.14,75,47,48,15,40,6,34,22,1376,63,394,609,389,49,32,40.6,50.0,758,2352,40,12,37,19,819,29,38,3,19,111,13,13,50.0,€59.4M,4
Manuel Ugarte,uy URU,Manchester Utd,MF,23,29,22,1785,1,2,11,0,1.0,1.1,16,61,20,0.05,0.1,0.05,0.06,N/a,N/a,N/a,N/a,21.1,0.2,0.05,21.7,800,87.9,2801,89.7,93.1,74.7,10,59,9,3,31,1.56,4,0.2,77,49,68,38,33,4,29,27,1161,46,331,639,211,16,32,56.3,31.3,668,1347,16,1,32,25,728,41,33,0,7,122,18,18,50.0,€52.6M,4
Lesley Ugochukwu,fr FRA,Southampton,MF,20,26,18,1655,1,1,7,0,0.9,1.0,29,49,20,0.05,0.05,0.05,0.06,N/a,N/a,N/a,N/a,10.0,0.05,0.10,17.0,600,85.0,2081,88.4,90.8,60.5,14,54,7,1,24,1.3,1,0.05,50,24,36,18,27,10,17,14,879,50,215,501,169,24,28,67.9,28.6,479,1229,15,6,12,13,600,31,16,0,6,67,20,18,52.6,€27.1M,4
Virgil van Dijk,nl NED,Liverpool,DF,33,37,37,3330,3,1,5,0,2.2,0.7,22,198,6,0.08,0.03,0.06,0.02,N/a,N/a,N/a,N/a,29.6,0.22,0.11,13.1,2687,91.6,19099,96.2,95.4,67.2,12,290,7,0,48,1.3,4,0.11,38,20,22,9,27,16,11,56,3300,450,1317,1827,166,48,5,60.0,40.0,1856,4846,24,3,10,5,2281,17,13,0,1,115,119,46,72.1,€10.7M,4
Joël Veltman,nl NED,Brighton,DF,32,21,19,1697,0,0,5,0,0.5,0.5,32,85,34,0.0,0.0,0.02,0.02,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,745,80.2,3243,89.9,80.8,63.6,6,66,9,5,23,1.22,2,0.11,43,29,52,21,22,7,15,19,1133,65,332,558,253,10,15,26.7,33.3,548,1521,25,3,19,7,626,27,44,0,24,68,21,18,53.8,€2.3M,4
Kyle Walker-Peters,eng ENG,Southampton,DF,27,33,33,2918,0,2,5,0,0.8,2.8,114,139,144,0.0,0.06,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.19,0.00,18.3,1493,88.2,6584,93.9,90.0,60.2,24,119,30,4,63,1.94,7,0.22,44,29,35,19,27,15,12,19,2022,151,615,884,540,59,92,41.3,42.4,1271,4373,72,24,32,39,1433,28,52,2,51,135,11,21,34.4,€16.6M,4
Aaron Wan-Bissaka,cd COD,West Ham,DF,26,36,35,3154,2,5,1,0,1.2,3.5,110,149,167,0.06,0.14,0.03,0.1,N/a,N/a,N/a,N/a,31.3,0.14,0.13,15.1,1472,81.1,7523,90.2,81.6,45.7,33,94,35,11,93,2.65,10,0.29,70,49,32,9,37,11,26,66,2256,147,682,969,637,48,122,52.5,35.2,1092,3661,65,15,35,22,1322,25,27,5,76,174,22,33,40.0,€29.7M,4
Mats Wieffer,nl NED,Brighton,DFMF,24,25,10,1015,1,3,6,0,0.8,1.6,18,62,23,0.09,0.27,0.07,0.14,N/a,N/a,N/a,N/a,44.4,0.35,0.11,13.2,594,85.1,2650,90.2,86.6,76.0,16,53,9,2,32,2.83,6,0.53,58,34,47,15,18,2,16,17,867,55,223,450,206,22,15,46.7,46.7,483,1051,20,1,19,9,533,23,10,1,13,68,32,25,56.1,€16.8M,4
Neco Williams,wls WAL,Nott'ham Forest,DF,23,35,28,2594,1,3,7,0,2.3,1.6,68,89,103,0.03,0.1,0.08,0.05,N/a,N/a,N/a,N/a,18.9,0.24,0.03,20.2,843,75.5,5011,90.4,72.1,37.4,18,69,22,10,51,1.77,6,0.21,90,57,86,33,42,10,32,31,1565,155,558,574,453,45,46,39.1,41.3,650,2169,28,16,36,21,744,24,43,2,59,110,40,30,57.1,€28.1M,4
Yehor Yarmoliuk,ua UKR,Brentford,MF,20,31,15,1450,0,0,6,0,0.6,0.9,15,63,47,0.0,0.0,0.04,0.05,N/a,N/a,N/a,N/a,22.2,0.12,0.00,15.9,661,87.0,2679,87.8,89.9,84.7,9,71,8,4,26,1.62,2,0.12,49,28,55,27,26,9,17,13,960,61,277,501,203,15,27,48.1,40.7,520,908,19,3,26,21,599,19,13,2,16,113,8,10,44.4,€30M,4
Ryan Yates,eng ENG,Nott'ham Forest,MF,26,35,18,1915,2,1,10,0,2.3,1.2,18,53,16,0.09,0.05,0.11,0.05,N/a,N/a,N/a,N/a,27.3,0.42,0.06,19.6,618,81.5,2063,87.6,85.6,57.1,18,48,4,0,38,1.78,3,0.14,42,21,37,20,38,10,28,26,1041,80,276,510,266,41,18,50.0,27.8,424,934,18,1,24,18,545,53,49,7,8,104,45,30,60.0,€14.4M,4
Ashley Young,eng ENG,Everton,DF,39,32,19,1875,1,3,7,1,0.3,2.3,24,90,32,0.05,0.14,0.01,0.11,N/a,N/a,N/a,N/a,50.0,0.14,0.17,24.5,708,70.9,5809,88.7,76.2,43.0,26,78,25,14,47,2.25,6,0.29,58,33,57,22,14,4,10,25,1194,61,369,528,305,9,20,35.0,45.0,487,1378,26,1,11,1,618,30,22,0,75,75,10,11,47.6,€1.3M,4
Illia Zabarnyi,ua UKR,Bournemouth,DF,21,36,35,3109,0,1,4,1,1.3,0.7,27,140,4,0.0,0.03,0.04,0.02,N/a,N/a,N/a,N/a,8.3,0.03,0.00,9.8,1404,82.1,10860,89.2,91.1,54.0,12,153,7,0,29,0.84,1,0.03,52,36,50,16,33,20,13,41,2062,234,929,1078,77,16,9,66.7,22.2,1282,4948,21,0,14,3,1306,20,7,0,6,157,77,44,63.6,€55.1M,4
